Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Moody's Investors Service,"Charles River Laboratories Int'l, Inc.",BB,04-04-2016,1100682,0,8731,Other,CRL,1.7938,0.5342,1.1701,38.9563,15.1433,15.1433,22.103,14.3349,10.9523,0.6591,20.6136,65.7324,7.3501,9.601,1.1399,1.009
Standard & Poor's Ratings Services,Charles River Laboratories International Inc.,BBB-,12-01-2016,1100682,1,8731,Other,CRL,1.7938,0.5342,1.1701,38.9563,15.1433,15.1433,22.103,14.3349,10.9523,0.6591,20.6136,65.7324,7.3501,9.601,1.1399,1.009
Standard & Poor's Ratings Services,Charles River Laboratories International Inc.,BBB-,31-03-2016,1100682,1,8731,Other,CRL,1.7938,0.5342,1.1701,38.9563,15.1433,15.1433,22.103,14.3349,10.9523,0.6591,20.6136,65.7324,7.3501,9.601,1.1399,1.009
Standard & Poor's Ratings Services,"Charter Communications Operating, LLC",BBB-,19-02-2016,1091667,1,4841,Telcm,CHTR,0.1749,1.0013,-776.587,34.1193,11.421,11.421,33.2069,-3.3935,-2.7783,0.2481,589.1304,3.3556,-0.6893,-0.7596,-0.7523,3.7225
Moody's Investors Service,"Charter Communications Operating, LLC",BB+,10-05-2016,1091667,0,4841,Telcm,CHTR,0.1749,1.0013,-776.587,34.1193,11.421,11.421,33.2069,-3.3935,-2.7783,0.2481,589.1304,3.3556,-0.6893,-0.7596,-0.7523,3.7225
Standard & Poor's Ratings Services,"Charter Communications Operating, LLC",BBB,18-05-2016,1091667,1,4841,Telcm,CHTR,0.1749,1.0013,-776.587,34.1193,11.421,11.421,33.2069,-3.3935,-2.7783,0.2481,589.1304,3.3556,-0.6893,-0.7596,-0.7523,3.7225
Moody's Investors Service,"Charter Communications Operating, LLC",BB+,03-06-2016,1091667,0,4841,Telcm,CHTR,0.1749,1.0013,-776.587,34.1193,11.421,11.421,33.2069,-3.3935,-2.7783,0.2481,589.1304,3.3556,-0.6893,-0.7596,-0.7523,3.7225
Fitch Ratings,Chesapeake Energy Corp.,BB-,04-01-2016,895126,0,1311,Enrgy,CHK,0.673,0.8114,4.4606,75.2037,-148.2216,-148.2216,-130.7584,-149.6239,-115.4654,0.7372,2200.752,-610.5548,-84.527,-115.1637,-4.1386,-10.9302
Standard & Poor's Ratings Services,Chesapeake Energy Corp.,B,25-01-2016,895126,0,1311,Enrgy,CHK,0.673,0.8114,4.4606,75.2037,-148.2216,-148.2216,-130.7584,-149.6239,-115.4654,0.7372,2200.752,-610.5548,-84.527,-115.1637,-4.1386,-10.9302
Standard & Poor's Ratings Services,Chesapeake Energy Corp.,CCC+,09-02-2016,895126,0,1311,Enrgy,CHK,0.673,0.8114,4.4606,75.2037,-148.2216,-148.2216,-130.7584,-149.6239,-115.4654,0.7372,2200.752,-610.5548,-84.527,-115.1637,-4.1386,-10.9302
Standard & Poor's Ratings Services,Chesapeake Energy Corp.,CCC+,19-08-2016,895126,0,1311,Enrgy,CHK,0.673,0.8114,4.4606,75.2037,-148.2216,-148.2216,-130.7584,-149.6239,-115.4654,0.7372,2200.752,-610.5548,-84.527,-115.1637,-4.1386,-10.9302
Standard & Poor's Ratings Services,Chesapeake Energy Corp.,B,29-09-2016,895126,0,1311,Enrgy,CHK,0.673,0.8114,4.4606,75.2037,-148.2216,-148.2216,-130.7584,-149.6239,-115.4654,0.7372,2200.752,-610.5548,-84.527,-115.1637,-4.1386,-10.9302
Moody's Investors Service,Chesapeake Energy Corporation,CCC-,22-02-2016,895126,0,1311,Enrgy,CHK,0.673,0.8114,4.4606,75.2037,-148.2216,-148.2216,-130.7584,-149.6239,-115.4654,0.7372,2200.752,-610.5548,-84.527,-115.1637,-4.1386,-10.9302
Standard & Poor's Ratings Services,Chevron Corporation,AAA,02-02-2016,93410,1,2911,Enrgy,CVX,1.3228,0.1333,0.1781,37.6275,14.72,14.72,22.6424,14.72,9.0772,0.7968,12.3631,12.7376,7.2587,10.7147,-1.5337,-0.5277
Moody's Investors Service,Chevron Corporation,AA,08-04-2016,93410,1,2911,Enrgy,CVX,1.3228,0.1333,0.1781,37.6275,14.72,14.72,22.6424,14.72,9.0772,0.7968,12.3631,12.7376,7.2587,10.7147,-1.5337,-0.5277
Moody's Investors Service,Chevron Corporation,AA,09-05-2016,93410,1,2911,Enrgy,CVX,1.3228,0.1333,0.1781,37.6275,14.72,14.72,22.6424,14.72,9.0772,0.7968,12.3631,12.7376,7.2587,10.7147,-1.5337,-0.5277
Standard & Poor's Ratings Services,Chevron Corporation,AA-,13-09-2016,93410,1,2911,Enrgy,CVX,1.3228,0.1333,0.1781,37.6275,14.72,14.72,22.6424,14.72,9.0772,0.7968,12.3631,12.7376,7.2587,10.7147,-1.5337,-0.5277
DBRS,Chevron Corporation,AA-,07-10-2016,93410,1,2911,Enrgy,CVX,1.3228,0.1333,0.1781,37.6275,14.72,14.72,22.6424,14.72,9.0772,0.7968,12.3631,12.7376,7.2587,10.7147,-1.5337,-0.5277
Fitch Ratings,China State Construction International Holdings Limited,BBB+,31-01-2016,1443979,1,9995,Other,CNR,1.5433,0.6202,1.6349,23.8101,3.6344,3.6344,7.0158,1.7133,1.1285,1.4482,6.5513,-41.979,1.6502,2.4881,0.9716,0.9332
Moody's Investors Service,"Cisco Systems, Inc.",A+,22-02-2016,858877,1,3576,BusEq,CSCO,3.1338,0.2644,0.4246,60.3751,21.9076,21.9076,26.875,22.7843,18.2686,0.4336,15.0418,27.3294,7.9216,11.0653,0.104,0.0673
Moody's Investors Service,"Cisco Systems, Inc.",A+,13-09-2016,858877,1,3576,BusEq,CSCO,3.16,0.278,0.4505,62.8668,25.7072,25.7072,30.0729,26.2351,21.8064,0.4048,16.8892,31.1646,8.8276,12.194,0.2279,0.2449
Moody's Investors Service,Cleveland-Cliffs Inc.,CCC,05-01-2016,764065,0,1000,Other,CLF,1.6894,3.0406,-1.4901,11.7469,7.515,7.515,17.9755,15.5516,-39.1248,0.9428,-5.651,-7.9322,6.7291,16.1861,-2.0976,-0.7679
Moody's Investors Service,Cleveland-Cliffs Inc.,CCC+,03-02-2016,764065,0,1000,Other,CLF,1.6894,3.0406,-1.4901,11.7469,7.515,7.515,17.9755,15.5516,-39.1248,0.9428,-5.651,-7.9322,6.7291,16.1861,-2.0976,-0.7679
Moody's Investors Service,Cleveland-Cliffs Inc.,CC,04-03-2016,764065,0,1000,Other,CLF,1.6894,3.0406,-1.4901,11.7469,7.515,7.515,17.9755,15.5516,-39.1248,0.9428,-5.651,-7.9322,6.7291,16.1861,-2.0976,-0.7679
Moody's Investors Service,Cleveland-Cliffs Inc.,B,08-09-2016,764065,0,1000,Other,CLF,1.6894,3.0406,-1.4901,11.7469,7.515,7.515,17.9755,15.5516,-39.1248,0.9428,-5.651,-7.9322,6.7291,16.1861,-2.0976,-0.7679
Standard & Poor's Ratings Services,Coca-Cola European Partners PLC,BBB+,09-05-2016,1650107,1,2086,NoDur,CCEP,0.9433,0.6988,2.7617,35.9753,12.3306,12.3306,16.0697,10.8059,8.0227,0.9673,46.3312,-28.6889,7.7607,13.955,0.8455,0.7671
Standard & Poor's Ratings Services,Coca-Cola European Partners PLC,BBB+,19-05-2016,1650107,1,2086,NoDur,CCEP,0.9433,0.6988,2.7617,35.9753,12.3306,12.3306,16.0697,10.8059,8.0227,0.9673,46.3312,-28.6889,7.7607,13.955,0.8455,0.7671
Standard & Poor's Ratings Services,Coca-Cola European Partners PLC,A,14-06-2016,1650107,1,2086,NoDur,CCEP,0.9433,0.6988,2.7617,35.9753,12.3306,12.3306,16.0697,10.8059,8.0227,0.9673,46.3312,-28.6889,7.7607,13.955,0.8455,0.7671
Moody's Investors Service,Coca-Cola European Partners plc,A-,18-05-2016,1650107,1,2086,NoDur,CCEP,0.9433,0.6988,2.7617,35.9753,12.3306,12.3306,16.0697,10.8059,8.0227,0.9673,46.3312,-28.6889,7.7607,13.955,0.8455,0.7671
Fitch Ratings,"Coca-Cola FEMSA, S.A.B. de C.V.",A-,26-09-2016,910631,1,2086,NoDur,KOF,1.3852,0.3678,0.6137,47.2859,14.4453,14.4453,19.1401,9.6603,6.7148,0.7246,9.4877,57.3614,4.9068,5.9982,-1.4781,-4.3725
Moody's Investors Service,"Coeur Mining, Inc.",B,14-09-2016,215466,0,1040,Other,CDE,3.1888,0.535,1.2342,28.0688,-49.048,-49.048,-24.238,-56.445,-65.4041,0.4213,-68.2865,-68.2865,-21.5995,-31.756,0.3531,0.2954
Standard & Poor's Ratings Services,Colfax Corp.,BB+,25-03-2016,1420800,0,3540,Manuf,CFX,1.5505,0.3024,0.4353,31.2049,7.7342,7.7342,12.2341,6.3511,4.8842,0.5101,5.4337,-31.7774,2.6281,3.7905,-0.7118,-0.5829
Standard & Poor's Ratings Services,Colfax Corp.,BB+,01-12-2016,1420800,0,3540,Manuf,CFX,1.5505,0.3024,0.4353,31.2049,7.7342,7.7342,12.2341,6.3511,4.8842,0.5101,5.4337,-31.7774,2.6281,3.7905,-0.7118,-0.5829
Standard & Poor's Ratings Services,Comcast Corp.,A,09-11-2016,1166691,1,4841,Telcm,CMCSA,0.6768,0.4758,0.9749,41.1153,21.4709,21.4709,33.1204,17.9466,10.9556,0.4473,15.586,-15.2197,5.0506,8.1702,0.6361,0.3371
Moody's Investors Service,Comcast Corporation,A-,17-02-2016,1166691,1,4841,Telcm,CMCSA,0.6768,0.4758,0.9749,41.1153,21.4709,21.4709,33.1204,17.9466,10.9556,0.4473,15.586,-15.2197,5.0506,8.1702,0.6361,0.3371
Moody's Investors Service,Comcast Corporation,A-,09-06-2016,1166691,1,4841,Telcm,CMCSA,0.6768,0.4758,0.9749,41.1153,21.4709,21.4709,33.1204,17.9466,10.9556,0.4473,15.586,-15.2197,5.0506,8.1702,0.6361,0.3371
Moody's Investors Service,Comcast Corporation,A-,12-07-2016,1166691,1,4841,Telcm,CMCSA,0.6768,0.4758,0.9749,41.1153,21.4709,21.4709,33.1204,17.9466,10.9556,0.4473,15.586,-15.2197,5.0506,8.1702,0.6361,0.3371
Moody's Investors Service,"CommScope Holding Company, Inc.",B,18-05-2016,1517228,0,3663,BusEq,COMM,2.9261,0.8105,4.2885,35.3435,4.7689,4.7689,12.7394,-1.6283,-1.8613,0.5075,-5.7965,1.9604,-0.9447,-1.0982,0.2111,0.1005
Standard & Poor's Ratings Services,CommScope Technologies LLC,B,12-02-2016,1517228,0,3663,BusEq,COMM,2.9261,0.8105,4.2885,35.3435,4.7689,4.7689,12.7394,-1.6283,-1.8613,0.5075,-5.7965,1.9604,-0.9447,-1.0982,0.2111,0.1005
Standard & Poor's Ratings Services,Commercial Vehicle Group Inc.,B,12-02-2016,1290900,0,3714,Durbl,CVGI,2.6841,0.779,3.5244,13.4274,4.6073,4.6073,6.8814,2.0378,0.8554,1.9015,10.7098,17.1592,1.6268,2.3671,1.5541,1.5052
Moody's Investors Service,Companhia de San Bas do Estado de Sao Paulo,BB,25-02-2016,1170858,0,4941,Utils,SBS,0.9225,0.4581,0.9566,29.4649,25.9913,25.9913,35.162,5.0167,4.5791,0.3475,3.9097,-3.6242,1.591,2.1187,-0.3704,-0.339
Standard & Poor's Ratings Services,Companhia de Saneamento Basico do Estado de Sao Paulo,BB,19-02-2016,1170858,0,4941,Utils,SBS,0.9225,0.4581,0.9566,29.4649,25.9913,25.9913,35.162,5.0167,4.5791,0.3475,3.9097,-3.6242,1.591,2.1187,-0.3704,-0.339
Standard & Poor's Ratings Services,Companhia de Saneamento Basico do Estado de Sao Paulo,BB,27-10-2016,1170858,0,4941,Utils,SBS,0.9225,0.4581,0.9566,29.4649,25.9913,25.9913,35.162,5.0167,4.5791,0.3475,3.9097,-3.6242,1.591,2.1187,-0.3704,-0.339
Standard & Poor's Ratings Services,Compass Group PLC,A,25-02-2016,1563190,1,7371,BusEq,COMP,0.7172,0.4057,1.1678,25.8736,13.9724,13.9724,17.8941,15.79,11.5959,0.5211,19.0099,91.0062,6.043,11.2972,-0.4637,-0.4543
Standard & Poor's Ratings Services,Compass Minerals Canada Corp.,BB+,29-09-2016,1227654,0,1400,Other,CMP,2.9994,0.5288,1.1301,30.0446,20.1511,20.1511,27.3869,19.5231,14.3988,0.6762,24.8867,32.0774,9.7981,11.7257,4.093,-2.3655
Moody's Investors Service,"Compass Minerals International, Inc",B+,28-09-2016,1227654,0,1400,Other,CMP,2.9994,0.5288,1.1301,30.0446,20.1511,20.1511,27.3869,19.5231,14.3988,0.6762,24.8867,32.0774,9.7981,11.7257,4.093,-2.3655
Standard & Poor's Ratings Services,Comstock Resources Inc.,B,04-02-2016,23194,0,1311,Enrgy,CRK,1.6322,1.1589,-7.295,71.9937,-461.7878,-461.7878,-332.4539,-476.01,-414.8248,0.2111,611.4219,611.4217,-87.5619,-97.1279,-39.8128,10.8429
Standard & Poor's Ratings Services,Comstock Resources Inc.,B,20-05-2016,23194,0,1311,Enrgy,CRK,1.6322,1.1589,-7.295,71.9937,-461.7878,-461.7878,-332.4539,-476.01,-414.8248,0.2111,611.4219,611.4217,-87.5619,-97.1279,-39.8128,10.8429
Standard & Poor's Ratings Services,Comstock Resources Inc.,D,07-09-2016,23194,0,1311,Enrgy,CRK,1.6322,1.1589,-7.295,71.9937,-461.7878,-461.7878,-332.4539,-476.01,-414.8248,0.2111,611.4219,611.4217,-87.5619,-97.1279,-39.8128,10.8429
Standard & Poor's Ratings Services,Comstock Resources Inc.,CCC-,20-09-2016,23194,0,1311,Enrgy,CRK,1.6322,1.1589,-7.295,71.9937,-461.7878,-461.7878,-332.4539,-476.01,-414.8248,0.2111,611.4219,611.4217,-87.5619,-97.1279,-39.8128,10.8429
Moody's Investors Service,"Comstock Resources, Inc.",CC,13-09-2016,23194,0,1311,Enrgy,CRK,1.6322,1.1589,-7.295,71.9937,-461.7878,-461.7878,-332.4539,-476.01,-414.8248,0.2111,611.4219,611.4217,-87.5619,-97.1279,-39.8128,10.8429
Moody's Investors Service,"Comstock Resources, Inc.",B-,24-10-2016,23194,0,1311,Enrgy,CRK,1.6322,1.1589,-7.295,71.9937,-461.7878,-461.7878,-332.4539,-476.01,-414.8248,0.2111,611.4219,611.4217,-87.5619,-97.1279,-39.8128,10.8429
Standard & Poor's Ratings Services,Conagra Brands Inc.,BBB,19-02-2016,23217,1,2000,NoDur,CAG,1.0765,0.5991,1.7146,25.4173,10.1041,10.1041,13.2544,6.4711,-2.7961,0.5181,9.7896,-37.3872,2.5881,3.9248,-0.1807,0.256
Standard & Poor's Ratings Services,ConocoPhillips,A,02-02-2016,1163165,1,1311,Enrgy,COP,0.9495,0.3691,0.6207,46.2809,-19.1078,-19.1078,11.9121,-23.4007,-14.3139,0.3173,-10.9051,-10.9051,-4.4838,-6.8797,-7.2022,-1.296
Moody's Investors Service,ConocoPhillips,BBB,25-02-2016,1163165,1,1311,Enrgy,COP,0.9495,0.3691,0.6207,46.2809,-19.1078,-19.1078,11.9121,-23.4007,-14.3139,0.3173,-10.9051,-10.9051,-4.4838,-6.8797,-7.2022,-1.296
Fitch Ratings,ConocoPhillips,BBB+,01-03-2016,1163165,1,1311,Enrgy,COP,0.9495,0.3691,0.6207,46.2809,-19.1078,-19.1078,11.9121,-23.4007,-14.3139,0.3173,-10.9051,-10.9051,-4.4838,-6.8797,-7.2022,-1.296
Standard & Poor's Ratings Services,ConocoPhillips,A-,29-04-2016,1163165,1,1311,Enrgy,COP,0.9495,0.3691,0.6207,46.2809,-19.1078,-19.1078,11.9121,-23.4007,-14.3139,0.3173,-10.9051,-10.9051,-4.4838,-6.8797,-7.2022,-1.296
Moody's Investors Service,ConocoPhillips Company,BBB,03-03-2016,1163165,1,1311,Enrgy,COP,0.9495,0.3691,0.6207,46.2809,-19.1078,-19.1078,11.9121,-23.4007,-14.3139,0.3173,-10.9051,-10.9051,-4.4838,-6.8797,-7.2022,-1.296
Standard & Poor's Ratings Services,Consol Energy Inc.,B,04-11-2016,1710366,0,1220,Enrgy,CEIX,0.5135,0.2125,0.2708,98.5582,31.6919,31.6919,45.4314,31.1613,21.5943,0.4958,29.8935,29.8935,11.0687,23.5412,10.4295,5.7716
Standard & Poor's Ratings Services,Consolidated Communications Inc.,B-,29-04-2016,1304421,0,4813,Telcm,CNSL,0.876,0.8461,5.5398,57.6661,11.315,11.315,34.9442,0.2712,-0.1136,0.3627,-0.2677,0.1204,-0.0314,-0.0412,-0.1031,0.0502
Moody's Investors Service,"Consolidated Communications, Inc.",BB-,14-09-2016,1304421,0,4813,Telcm,CNSL,0.876,0.8461,5.5398,57.6661,11.315,11.315,34.9442,0.2712,-0.1136,0.3627,-0.2677,0.1204,-0.0314,-0.0412,-0.1031,0.0502
Standard & Poor's Ratings Services,"Constellation Brands Canada, Inc.",BB-,02-11-2016,16918,0,2082,NoDur,STZ,1.3104,0.5046,1.2076,44.9316,26.9547,26.9547,30.3296,22.9247,16.1093,0.386,15.8493,-27.5438,6.2517,7.8516,1.4101,0.6897
Standard & Poor's Ratings Services,"Controladora Mabe, S.A. de C.V.",BB+,26-07-2016,1520504,0,4512,Other,VLRS,1.0195,0.0312,0.2331,74.0309,13.8086,13.8086,16.3208,19.2647,13.5531,1.1913,36.1023,36.6101,16.1452,34.9758,1.539,1.8812
Standard & Poor's Ratings Services,"Cooper Companies, Inc. (The)",BB+,26-01-2016,711404,0,3851,Hlth,COO,1.4794,0.2925,0.5046,59.5571,13.1712,13.1712,23.8217,11.9915,11.3238,0.4029,7.6704,312.0017,4.5988,5.4269,-1.3446,-1.4211
Standard & Poor's Ratings Services,"Cooper Companies, Inc. (The)",BB+,03-03-2016,711404,0,3851,Hlth,COO,1.4794,0.2925,0.5046,59.5571,13.1712,13.1712,23.8217,11.9915,11.3238,0.4029,7.6704,312.0017,4.5988,5.4269,-1.3446,-1.4211
Standard & Poor's Ratings Services,"Cooper Companies, Inc. (The)",BB+,04-03-2016,711404,0,3851,Hlth,COO,1.4794,0.2925,0.5046,59.5571,13.1712,13.1712,23.8217,11.9915,11.3238,0.4029,7.6704,312.0017,4.5988,5.4269,-1.3446,-1.4211
Standard & Poor's Ratings Services,"CoreCivic, Inc.",BB,19-08-2016,1070985,0,6798,Money,CXW,1.1059,0.4455,0.8035,29.7979,14.5911,14.5911,21.6971,12.2636,11.842,0.5282,13.1638,13.3085,6.2554,7.2989,0.2398,0.2625
Standard & Poor's Ratings Services,Coty Inc.,BBB-,22-03-2016,1024305,1,2844,Chems,COTY,1.2164,0.7258,2.6756,60.0246,8.9894,8.9894,14.2428,5.3081,5.2899,0.7302,26.343,-10.5464,4.3098,7.2244,0.0447,0.1335
Moody's Investors Service,Coty Inc.,BB+,08-04-2016,1024305,0,2844,Chems,COTY,1.2164,0.7258,2.6756,60.0246,8.9894,8.9894,14.2428,5.3081,5.2899,0.7302,26.343,-10.5464,4.3098,7.2244,0.0447,0.1335
Standard & Poor's Ratings Services,Coty Inc.,BBB-,18-08-2016,1024305,1,2844,Chems,COTY,1.0448,0.9147,11.1637,59.8538,5.8449,5.8449,11.1793,3.1915,3.6076,0.6182,48.815,-4.5999,2.547,4.1641,-0.0347,0.0542
Moody's Investors Service,Coty Inc.,BB+,03-10-2016,1024305,0,2844,Chems,COTY,1.0448,0.9147,11.1637,59.8538,5.8449,5.8449,11.1793,3.1915,3.6076,0.6182,48.815,-4.5999,2.547,4.1641,-0.0347,0.0542
Standard & Poor's Ratings Services,Coty Inc.,BBB-,06-10-2016,1024305,1,2844,Chems,COTY,1.0448,0.9147,11.1637,59.8538,5.8449,5.8449,11.1793,3.1915,3.6076,0.6182,48.815,-4.5999,2.547,4.1641,-0.0347,0.0542
Fitch Ratings,Crown Castle International Corp.,BBB-,11-01-2016,1051470,1,6798,Money,CCI,1.3764,0.6367,1.7694,63.0773,26.5823,26.5823,56.7238,9.4686,9.7923,0.1674,5.1404,-16.1768,1.6379,1.8675,0.8888,0.3997
Fitch Ratings,Cummins Inc.,A,23-02-2016,26172,1,3510,Manuf,CMI,2.0897,0.169,0.2115,25.887,10.764,10.764,13.4537,10.5966,7.3208,1.2627,18.9677,21.1816,9.7132,15.7624,-0.8025,-0.7743
Standard & Poor's Ratings Services,Cummins Inc.,AA,29-02-2016,26172,1,3510,Manuf,CMI,2.0897,0.169,0.2115,25.887,10.764,10.764,13.4537,10.5966,7.3208,1.2627,18.9677,21.1816,9.7132,15.7624,-0.8025,-0.7743
Standard & Poor's Ratings Services,Cummins Inc.,AA,17-08-2016,26172,1,3510,Manuf,CMI,2.0897,0.169,0.2115,25.887,10.764,10.764,13.4537,10.5966,7.3208,1.2627,18.9677,21.1816,9.7132,15.7624,-0.8025,-0.7743
Moody's Investors Service,Cumulus Media Inc.,CCC+,25-03-2016,1058623,0,4832,Telcm,CMLS,2.9264,0.9934,149.8816,66.0791,-40.945,-40.945,17.0034,-50.6841,-46.7617,0.3892,-3408.76,22.3981,-18.202,-22.5924,-1.9545,-1.6344
Fitch Ratings,"D. R. Horton, Inc.",BBB-,27-09-2016,882184,1,1531,Other,DHI,6.808,0.3927,0.6465,21.141,10.0933,10.0933,10.7354,10.3788,6.9355,0.9707,12.7337,12.9248,6.7321,7.7337,3.6981,3.9712
Standard & Poor's Ratings Services,DISH Network Corp.,B-,02-08-2016,1001082,0,4841,Telcm,DISH,0.6863,0.8164,5.0062,34.8177,9.3814,9.3814,15.7087,8.1127,5.2699,0.6653,30.6438,30.6438,3.6791,5.6249,0.1548,0.7372
Standard & Poor's Ratings Services,DTE Energy Center LLC,A-,07-01-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Standard & Poor's Ratings Services,DTE Energy Center LLC,A-,20-04-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Standard & Poor's Ratings Services,DTE Energy Center LLC,A-,08-07-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Standard & Poor's Ratings Services,DTE Energy Center LLC,A,30-11-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Standard & Poor's Ratings Services,DTE Energy Co.,A,23-08-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Standard & Poor's Ratings Services,DTE Energy Co.,A,27-09-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Moody's Investors Service,DTE Energy Company,A-,02-05-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Moody's Investors Service,DTE Energy Company,BBB+,23-05-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Moody's Investors Service,DTE Energy Company,A-,29-09-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Moody's Investors Service,DTE Energy Company,BBB+,25-10-2016,936340,1,4931,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Standard & Poor's Ratings Services,Danaher Corp.,AA,06-09-2016,313616,1,3826,BusEq,DHR,1.7477,0.1267,0.1481,53.2335,15.8935,15.8935,21.4745,16.2137,20.1945,0.3478,6.9881,228.5177,4.4299,6.1029,0.2058,0.3127
Standard & Poor's Ratings Services,Danaher Corp.,AA,23-11-2016,313616,1,3826,BusEq,DHR,1.7477,0.1267,0.1481,53.2335,15.8935,15.8935,21.4745,16.2137,20.1945,0.3478,6.9881,228.5177,4.4299,6.1029,0.2058,0.3127
Fitch Ratings,"Darden Restaurants, Inc.",BBB,15-04-2016,940944,1,5812,Shops,DRI,0.8828,0.3836,0.6288,21.0305,5.4347,5.4347,10.2824,2.5917,10.4894,1.1283,8.4165,22.1545,3.2762,5.1878,2.5712,3.7649
Moody's Investors Service,"Darden Restaurants, Inc.",BBB-,25-04-2016,940944,1,5812,Shops,DRI,0.8828,0.3836,0.6288,21.0305,5.4347,5.4347,10.2824,2.5917,10.4894,1.1283,8.4165,22.1545,3.2762,5.1878,2.5712,3.7649
Moody's Investors Service,Dell Inc.,BB,07-09-2016,826083,0,3571,BusEq,DELL,0.9314,0.879,9.2981,16.4739,-1.0096,-1.0096,4.7475,-2.526,-2.1685,1.1283,-79.6726,7.5272,-2.5885,-9.6401,-0.9761,-0.8227
Standard & Poor's Ratings Services,Dell International LLC,BBB-,18-05-2016,826083,1,3571,BusEq,DELL,0.9314,0.879,9.2981,16.4739,-1.0096,-1.0096,4.7475,-2.526,-2.1685,1.1283,-79.6726,7.5272,-2.5885,-9.6401,-0.9761,-0.8227
Fitch Ratings,Dell International LLC,BB+,06-06-2016,826083,0,3571,BusEq,DELL,0.9314,0.879,9.2981,16.4739,-1.0096,-1.0096,4.7475,-2.526,-2.1685,1.1283,-79.6726,7.5272,-2.5885,-9.6401,-0.9761,-0.8227
Standard & Poor's Ratings Services,Dell International LLC,BB,08-06-2016,826083,0,3571,BusEq,DELL,0.9314,0.879,9.2981,16.4739,-1.0096,-1.0096,4.7475,-2.526,-2.1685,1.1283,-79.6726,7.5272,-2.5885,-9.6401,-0.9761,-0.8227
Fitch Ratings,Delta Air Lines,BBB,19-05-2016,27904,1,4512,Other,DAL,0.5167,0.3841,0.7676,32.7781,19.1677,19.1677,23.6758,17.583,11.1193,0.7661,41.7143,-118.9487,8.5181,25.6926,4.0051,3.0036
Moody's Investors Service,"Delta Air Lines, Inc.",BBB+,11-02-2016,27904,1,4512,Other,DAL,0.5167,0.3841,0.7676,32.7781,19.1677,19.1677,23.6758,17.583,11.1193,0.7661,41.7143,-118.9487,8.5181,25.6926,4.0051,3.0036
Moody's Investors Service,"Delta Air Lines, Inc.",BBB+,16-03-2016,27904,1,4512,Other,DAL,0.5167,0.3841,0.7676,32.7781,19.1677,19.1677,23.6758,17.583,11.1193,0.7661,41.7143,-118.9487,8.5181,25.6926,4.0051,3.0036
Standard & Poor's Ratings Services,Devon Energy Corp.,A,02-02-2016,1090012,1,1311,Enrgy,DVN,1.2203,0.5232,1.1859,100,-145.059,-145.059,-113.8912,-151.0688,-98.1438,0.4463,-124.1696,-229.0582,-46.3312,-59.2102,-2.7592,3.4889
Standard & Poor's Ratings Services,Devon Energy Corp.,A,18-03-2016,1090012,1,1311,Enrgy,DVN,1.2203,0.5232,1.1859,100,-145.059,-145.059,-113.8912,-151.0688,-98.1438,0.4463,-124.1696,-229.0582,-46.3312,-59.2102,-2.7592,3.4889
